,name,icao,country
693,Air Vardar,VDR,Macedonia
694,Air VIA,VIM,Bulgaria
695,Air Walser,WLR,Italy
696,Aircompany Rosavia,URA,Ukraine
697,Aircraft Performance Group,XLB,United States
698,Airwaves Airlink,WLA,Zambia
699,Airways Corporation of New Zealand,XFX,New Zealand
700,Airways,WAY,France
701,Airwings oy,WGS,Finland
702,Airkenya,XAK,Kenya
703,Air-Lift Associates,WPK,United States
704,Airtrans Ltd,VAB,Russia
705,ARP 410 Airlines,URP,Ukraine
706,Auckland Regional Rescue Helicopter Trust,WPR,New Zealand
707,Aurora Airlines,URR,Slovenia
708,Austro Aereo,UST,Ecuador
709,Aviation Partners,WLT,United States
710,Avialift Vladivostok,VLV,Russia
711,Aviacion Comercial de America,VME,Mexico
712,Aviast Air,VVA,Russia
713,Aviation North,WLV,United States
714,Africa West,WTA,Togo
715,Avient Air Zambia,VNT,Zambia
716,Aviazur,VZR,France
717,Aviaprad,VID,Russia
718,Avirex,VXG,Gabon
719,Aviaexpress Aircompany,VXX,Ukraine
720,AMR Services Corporation,XAM,United States
721,Airline Operations Services,XAO,United States
722,Airlines 400,VAZ,Russia
723,ATRAN Cargo Airlines,VAS,Russian Federation
724,Ameravia,VAM,Uruguay
725,Angkor Air,VAV,Cambodia
726,AVB-2004 Ltd,VBC,Bulgaria
727,ASECNA,XKX,France
728,AT and T Aviation Division,XAT,United States
729,Avalair,VAI,Serbia
730,Averitt Air Charter,VRT,United States
731,Avensa,AVE,Venezuela
732,Avolar Aerolineas,VLI,Mexico
733,Avstar Aviation,VSA,South Africa
734,AVESCA,VSC,Colombia
735,Aviaprom Enterprises,XAV,Russia
736,Avia Trans Air Transport,VTT,Sudan
737,Aviostart AS,VSR,Bulgaria
738,Aviacao Transportes Aereos e Cargas,VTG,Angola
739,Assistance Aeroportuaire de L'Aeroport de Paris,XJA,France
740,American Flight Service Systems,XFS,United States
741,AASANA,XXV,Bolivia
742,Australian air Express,XME,Australia
743,AMS Group,XMG,Russia
744,Air Caraibes Atlantique,CAJ,France
745,Air China Cargo,CAO,China
746,Aerovias Caribe,CBE,Mexico
747,Aerotaxi del Cabo,CBO,Mexico
748,Air Columbus,CBS,Ukraine
749,Aero Cabo,CBV,Mexico
750,Air China,CCA,China
751,Aerocardal,CDA,Chile
752,Aero Condor Peru,CDP,Peru
753,Aerotrans,CDU,Russia
754,Airline Skol,CDV,Russia
755,Aerofan,CFF,Spain
756,ACEF,CFM,Portugal
757,Africa One,CFR,Democratic Republic of the Congo
758,Aero Calafia,CFV,Mexico
759,Air Cargo Belize,CGB,Belize
760,Aero Clube Do Algarve,CGV,Portugal
761,Air Great Wall,CGW,China
762,Aircompany Chaika,CHJ,Ukraine
763,Air Charter Services,CHR,Democratic Republic of the Congo
764,Air Charter Professionals,CHV,United States
765,Asia Continental Airlines,CID,Kazakhstan
766,Arctic Circle Air Service,CIR,United States
767,Aviation Charter Services,CKL,United States
768,Aerovias Castillo,CLL,Mexico
769,Aero Club De Portugal,CLP,Portugal
770,Air Care Alliance,CMF,United States
771,Aero Continente Dominicana,CND,Dominican Republic
772,Air Toronto,CNE,Canada
773,Aquila Air,CNH,United States
774,Air Consul,CNU,Spain
775,Allcanada Express,CNX,Canada
776,ATS Private Company,CPF,Ukraine
777,Air Corridor,CRD,Mozambique
778,Air Central,CRF,Japan
779,Air Cruzal,CRJ,Angola
780,Aerotransportes Corporativos,CRP,Mexico
781,Air Creebec,CRQ,Canada
782,Aero Charter and Transport,CTA,United States
783,Air Tenglong,CTE,China
784,Aerlineas Centauro,CTR,Mexico
785,Aerocuahonte,CUO,Mexico
786,Air Chathams,CVA,New Zealand
787,Air Marshall Islands,CWM,Marshall Islands
788,Australian Customs Service,CWP,Australia
789,Air One Cityliner,CYL,Italy
790,Air Transport,CYO,United States
791,Access Air,CYD,United States
792,Aerocheyenne,CYE,Mexico
793,Air Algerie,DAH,Algeria
794,Aerovias DAP,DAP,Chile
795,Air Alpha,DBA,United States
796,Air Niagara Express,DBD,Canada
797,Aviation Defense Service,DEF,France
798,Air Service Groningen,DEG,Netherlands
799,Adam Air,DHI,Indonesia
800,Astar Air Cargo,DHL,United States
801,Archer Aviation,DHM,United Kingdom
802,Aeromedica,DIC,Mexico
803,Aerodin,DIN,Mexico
804,Antinea Airlines,DJA,Algeria
805,Air Djibouti,DJU,Djibouti
806,Air Dolomiti,DLA,Italy
807,Aero Modelo,DLS,Mexico
808,Aerolineas Del Sur,DLU,Chile
809,Aerodinamica de Monterrey,DMC,Mexico
810,Aeroservicios Dinamicos,DMI,Mexico
811,Aerotaxis Dosmil,DML,Mexico
812,Aerodespachos De El Salvador,DNA,El Salvador
813,Aeroynamics Malaga,DNC,Spain
814,Aerodynamics Incorporated,DNJ,United States
815,Aeroflot-Don,DNV,Russia
816,Air Madrid,DRD,Spain
817,Airways Flight Training,DRM,United Kingdom
818,Aeronaves Del Noreste,DRO,Mexico
819,Addis Air Cargo Services,DSC,Ethiopia
820,Aero Algarve,DSK,Portugal
821,Aex Air,DST,United States
822,Aero Davinci International,DVI,Mexico
823,Aero Dynamics,DYN,United States
824,Aeroservicios Ecuatorianos,EAE,Ecuador
825,Aero-Pyrenees,EAP,France
826,Air Transport,EAT,Slovakia
827,Aero Airlines,EAY,Estonia
828,Aero Ejecutivo De Baja California,EBC,Mexico
829,Air City,ECE,Germany
830,Aero Ejecutivos RCG,ECG,Mexico
831,Aeronautica Castellana,ECL,Spain
832,Aerolineas Comerciales,ECM,Mexico
833,Aerolineas Nacionales Del Ecuador,EDA,Ecuador
834,Air Este,EET,Spain
835,Air Mana,EFC,France
836,Aer Lingus,EIN,Ireland
837,Aeroservicios Ejecutivos Corporativos,EJP,Mexico
838,Alpi Eagles,ELG,Italy
839,Arrendoora y Transportadora Aerea,END,Mexico
840,Eliossola,EOS,Italy
841,Shenzhen Donghai Airlines,EPA,China
842,Aeronaves Del Noroeste,ENW,Spain
843,Airailes,EOL,France
844,Aero Ermes,EOM,Mexico
845,Aero Transportes Empresariales,EPL,Mexico
846,Epps Air Service,EPS,United States
847,Aero Empresarial,EPE,Mexico
848,Air S,EQL,Air S
849,Avianergo,ERG,Russia
850,Aero Servicios Regiomontanos,ERI,Mexico
851,Aerosec,ERK,Chile
852,Aeromaan,ERM,Mexico
853,Aerosaba,ESB,Mexico
854,Avitat,ESO,United Kingdom
855,Aerolineas Ejecutivas Del Sureste,ESU,Mexico
856,Aeronautica Le Esperanza,ESZ,Mexico
857,ATTICO,ETC,Sudan
858,Aero Siete,ETE,Mexico
859,Air Atlanta Europe,EUK,United Kingdom
860,Air Evex,EVE,Germany
861,Aeronautical Academy of Europe,EVR,Portugal
862,Air Exchange,EXG,United States
863,Atlantic Helicopters,FAC,Denmark
864,Argentine Air Force,FAG,Argentina
865,Air Fiji,FAJ,Fiji
866,AF-Air International,FAN,Angola
867,Aviation Data Systems,FBW,United States
868,Air Carriers,FCI,United States
869,Aerofrisco,FCO,Mexico
870,Alfa 4,FCU,Mexico
871,African Airlines,FDA,Mali
872,African Medical and Research Foundation,FDS,Kenya
873,Aero Freight,FGT,Mexico
874,Aerosafin,FIC,Mexico
875,Air Finland,FIF,Finland
876,Aerodata Flight Inspection,FII,Germany
877,Airfix Aviation,FIX,Finland
878,Air Pacific,FJI,Fiji
879,Air Falcon,FLD,Pakistan
880,Atlantic Airways,FLI,Faroe Islands
881,Air Florida,FLZ,United States
882,Air Fret De Mauritanie,FMT,Mauritania
883,Avio Nord,FNM,Italy
884,Aeroflota Del Noroeste,FNO,Spain
885,Aero Fenix,FNX,France
886,Ford Motor Company,FRD,United States
887,African Company Airlines,FPY,Democratic Republic of the Congo
888,Afrijet Airlines,FRJ,Nigeria
889,Afrika Aviation Handlers,FRK,Kenya
890,Afrique Chart'air,FRQ,Cameroon
891,Aerofreight Airlines,FRT,Russia
892,Aereos Limited,FST,United Kingdom
893,Air Affaires Tchad,FTC,Chad
894,ABC Bedarsflug,FTY,Austria
895,Air Iceland,FXI,Iceland
896,Air Philippines,GAP,Philippines
897,Aerogaucho,GAU,Uruguay
898,Aero Business Charter,GBJ,Germany
899,Atlantic Airlines,GBN,Gabon
900,Aeronor,GCF,Spain
901,Aerogem Cargo,GCK,Ghana
902,Aerovias del Golfo,GFO,Mexico
903,Aeronautica,GGL,Angola
904,Air Georgian,GGN,Canada
905,Aviance,GHL,United Kingdom
906,Air Ghana,GHN,Ghana
907,African International Transport,GIL,Guinea
908,Air Guinee Express,GIP,Guinea
909,Africa Airlines,GIZ,Guinea
910,Air Gemini,GLL,Angola
911,Aero Charter,GLT,United States
912,Aguilas Mayas Internacional,GME,Guatemala
913,Aerotaxis Guamuchil,GMM,Mexico
914,Aeroservicios Gama,GMS,Mexico
915,Amber Air,GNT,Lithuania
916,Alberta Government,GOA,Canada
917,Air Scotland,GRE,Greece
918,Air Georgia,GRG,Georgia
919,Air Cargo Center,GRI,Sao Tome and Principe
920,Air Greenland,GRL,Denmark
921,Allegro,GRO,Mexico
922,Agroar - Trabalhos Aereos,GRR,Portugal
923,Aircompany Grodno,GRX,Belarus
924,Airlift Alaska,GSP,United States
925,Agrocentr-Avia,GSV,Kazakhstan
926,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,GTC,Turkey
927,Atlas Air,GTI,United States
928,Aerotaxi Grupo Tampico,GTP,Mexico
929,Aerotaxis de Aguascalientes,GUA,Mexico
930,Air Guyane,GUY,French Guiana
931,Air Victoria Georgia,GVI,Georgia
932,Air D'Ayiti,HAD,Haiti
933,Air Comores International,HAH,Comoros
934,Air Taxi,HAT,France
935,Aerohein,HEI,Chile
936,Atlantic Air Lift,HGH,France
937,Atlantic Airlines de Honduras,HHA,Honduras
938,Aviacion Ejecutiva De Hildago,HID,Mexico
939,Air Haiti,HJA,Haiti
940,Al Rais Cargo,HJT,United Arab Emirates
941,Air-Invest,HKH,Hungary
942,Air Tahoma,HMA,United States
943,Air Nova,HMT,Canada
944,Aero Homex,HOM,Mexico
945,Almiron Aviation,HPO,Uganda
946,Avinor,HQO,Norway
947,Airlink Airways,HYR,Ireland
948,Air Horizon,HZT,Togo
949,AC Insat-Aero,IAE,Russia
950,Air Inter Cameroun,ICM,Cameroon
951,Air Lift,IFI,Greece
952,Aero Survey,IKM,Ghana
953,Aero Airline,ILK,Kazakhstan
954,Airtime Charters,IME,United Kingdom
955,Aerotaxis Cimarron,IMN,Mexico
956,Aero International,INA,Mexico
957,Aeroingenieria,ING,Chile
958,Aeroservicios Intergrados de Norte,INO,Mexico
959,Airpull Aviation,IPL,Spain
960,Arvand Airlines,IRD,Iran
961,Atlas Aviation Group,IRH,Iran
962,Aram Airline,IRW,Iran
963,Aria Tour,IRX,Iran
964,Aerotaxi,ITE,Czech Republic
965,Avita-Servicos Aereos,ITF,Angola
966,Aero Citro,ITO,Mexico
967,Air Executive,IVE,Spain
968,Aviainvest,IWS,Russia
969,Air Bagan,JAB,Myanmar
970,Aerojal,JAD,Mexico
971,Airlink,JAR,Austria
972,Ambjek Air Services,JEE,Nigeria
973,Avfinity,UTX,United States
974,Alexandair,JMR,Canada
975,Air Jamaica Express,JMX,Jamaica
976,Air Swift Aviation,JOA,Australia
977,Aerojobeni,JOB,Mexico
978,Atyrau Air Ways,JOL,Kazakhstan
979,Aerosmith Aviation,JPR,United States
980,Arrendamiento de Aviones Jets,JTS,Mexico
981,Aero Juarez,JUA,Mexico
982,Air Canada Jazz,JZA,Canada
983,Asia Aero Survey and Consulting Engineers,KAA,Republic of Korea
984,Air Kirovograd,KAD,Ukraine
985,Air Mach,KAM,Italy
986,Air Kufra,KAV,Libya
987,Arkhabay,KEK,Kazakhstan
988,Aero Charter Krifka,KFK,Austria
989,Air Kraft Mir,KFT,Uzbekistan
990,Air Concorde,KGD,Bulgaria
991,Alexandria Airlines,KHH,Egypt
992,Afit,KIE,Germany
993,Air South,KKB,United States
994,Atlasjet,KKK,Turkey
995,Air Mali International,KLB,Mali
996,Aerokaluz,KLZ,Mexico
997,Air Koryo,KOR,Democratic People's Republic of Korea
998,Araiavia,KOY,Kazakhstan
999,AeroSucre,KRE,Colombia
1000,Air Kokshetau,KRT,Kazakhstan
1001,Air Kissari,KSI,Angola
1002,Aeronavigaciya,KTN,Ukraine
1003,Alliance Avia,KVR,Kazakhstan
1004,Av Atlantic,KYC,United States
1005,Air Astana,KZR,Kazakhstan
1006,Aerovias De Lagos,LAG,Mexico
1007,Albanian Airlines,LBC,Albania
1008,Albisa,LBI,Mexico
1009,Albatros Airways,LBW,Albania
1010,Aerolineas Aereas Ejecutivas De Durango,LDG,Mexico
1011,Aerologic,LDL,Russia
1012,Al-Donas Airlines,LDN,Nigeria
1013,Aero Lider,LDR,Mexico
1014,Aleem,LEM,Egypt
1015,Aerolineas Ejecutivas,LET,Mexico
1016,Air Alfa,LFA,Turkey
1017,Aero Control Air,LFC,Canada
1018,Aerolaguna,LGN,Mexico
1019,Al Ahram Aviation,LHR,Egypt
1020,Alidaunia,LID,Italy
1021,Al-Dawood Air,LIE,Nigeria
1022,American Aviation,LKP,United States
1023,Airlink Solutions,LKS,Spain
1024,Air Solutions,LKY,United States
1025,Alliance Air,LLR,India
1026,Aerolima,LMA,Mexico
1027,Alamia Air,LML,Libya
1028,Air Plus Argentina,LMP,Argentina
1029,Almaty Aviation,LMT,Kazakhstan
1030,Aerolineas Mexicanas J S,LMX,Mexico
1031,Air Almaty,LMY,Kazakhstan
1032,Air Almaty ZK,LMZ,Kazakhstan
1033,Aerolane,LNE,Ecuador
1034,Airlink,LNK,South Africa
1035,Aerolineas Internacionales,LNT,Mexico
1036,Alok Air,LOK,Sudan
1037,Air Saint Louis,LOU,Senegal
1038,Alpine Aviation,LPC,South Africa
1039,Air Alps Aviation,LPV,Austria
1040,Alrosa-Avia,LRO,Russia
1041,Al Rida Airways,LRW,Mauritania
1042,Aurela,LSK,Lithuania
1043,Aerobusinessservice,LSM,Russia
1044,Alsair,LSR,France
1045,Aerotaxis Latinoamericanos,LTI,Mexico
1046,Alninati Aeronautics,LUC,Switzerland
1047,Atlantis European Airways,LUR,Armenia
1048,Aliven,LVN,Italy
1049,Aviavilsa,LVR,Lithuania
1050,Air Luxor GB,LXG,Guinea-Bissau
1051,Air Luxor,LXR,Portugal
1052,Apatas Air,LYT,Lithuania
1053,Air Ban,LZP,Bulgaria
1054,Air Lazur,LZR,Bulgaria
1055,Aerodromo De La Mancha,MAM,Spain
1056,Air Mauritius,MAU,Mauritius
1057,Avag Air,MBA,Austria
1058,Air Manas,MBB,Kyrgyzstan
1059,Airjet Exploracao Aerea De Carga,MBC,Angola
1060,Aeriantur-M,MBV,Moldova
1061,Air Mercia,MCB,United Kingdom
1062,Air Medical,MCD,United Kingdom
1063,Aerolineas Marcos,MCO,Mexico
1064,Atlantic Aero and Mid-Atlantic Freight,MDC,United States
1065,Air Madagascar,MDG,Madagascar
1066,Aerosud Charter,MDX,South Africa
1067,Air Meridan,MEF,Nigeria
1068,Aero McFly,MFL,Mexico
1069,Asia Pacific Airlines,MGE,United States
1070,Aeromagar,MGS,Mexico
1071,Aero Premier De Mexico,MIE,Mexico
1072,Air Moldova,MLD,Moldova
1073,Amal Airlines,MLF,Djibouti
1074,Air Mali,MLI,Mali
1075,Air Madeleine,MLN,Canada
1076,Aermarche,MMC,Italy
1077,Air Alsie,MMD,Denmark
1078,Aviation Company Meridian,MMM,Russia
1079,AMP Incorporated,MMP,United States
1080,Airmax,MMX,Peru
1081,Aerolineas Amanecer,MNE,Mexico
1082,Aero Mongolia,MNG,Mongolia
1083,Air Monarch Cargo,MOC,Mexico
1084,Aeropublicitaria De Angola,MOP,Angola
1085,Aerolineas De Morelia,MOR,Mexico
1086,Air Plus Comet,MPD,Spain
1087,Aeromexpress,MPX,Mexico
1088,Air ITM,MQT,France
1089,Aeromorelos,MRL,Mexico
1090,Aerocharter,MRM,Canada
1091,Abas,MRP,Czech Republic
1092,Air Mauritanie,MRT,Mauritania
1093,Air Cairo,MSC,Egypt
1094,Air Sport,MSK,Bulgaria
1095,Aeromas,MSM,Uruguay
1096,Aerol,MSO,Mexico
1097,Aero-Kamov,MSV,Russia
1098,Aerotaxis Metropolitanos,MTB,Mexico
1099,Aeromet Linea Aerea,MTE,Chile
1100,Air Metack,MTK,Angola
1101,Air Montegomery,MTY,United Kingdom
1102,Aerotaxi Mexicano,MXO,Mexico
1103,Aero Yaqui Mayo,MYS,Mexico
1104,AVC Airlines,MZK,Japan
1105,Aerovias Montes Azules,MZL,Mexico
1108,Albarka Air,NBK,Nigeria
1109,ACA-Ancargo Air Sociedade de Transporte de Carga Lda,NCL,Angola
1110,Aero Servicios de Nuevo Laredo,NEL,Mexico
1111,Angoavia,NGV,Angola
1112,Aeroni,NID,Mexico
1113,Aeroejecutiva Nieto,NIE,Mexico
1114,Aero Contractors,NIG,Nigeria
1115,Aerokuzbass,NKZ,Russia
1116,Atlantic Airlines,NPT,United Kingdom
1117,Atlantic Richfield Company,NRS,United States
1118,Aerolineas Sosa,NSO,Honduras
1119,Aero Norte,NTD,Mexico
1120,Air Inter Ivoire,NTV,Ivory Coast
1121,Aeroservicios De Nuevo Leon,NUL,Mexico
1122,Avial NV Aviation Company,NVI,Russia
1123,Airwing,NWG,Norway
1124,Air Next,NXA,Japan
1125,Arkhangelsk 2 Aviation Division,OAO,Russia
1126,Aerogisa,OGI,Mexico
1127,Aerolineas Olve,OLV,Mexico
1128,Aeromega,OMG,United Kingdom
1129,Air One Nine,ONR,Libya
1130,Air Ontario,ONT,Canada
1131,Aerocorp,ORP,Mexico
1132,Action Air,ORS,Italy
1133,Aerosan,OSN,Mexico
1134,Aviapartner Limited Company,OSO,Russia
1135,Aliparma,PAJ,Italy
1136,Air Parabet,PBT,Bangladesh
1137,Air Burundi,PBU,Burundi
1138,Aeropostal Cargo de Mexico,PCG,Mexico
1139,Air Pack Express,PCK,Spain
1140,Air Palace,PCS,Mexico
1141,Aeropelican Air Services,PEL,Australia
1142,Aerolineas Chihuahua,PFI,Mexico
1143,Air Cargo Express International,PFT,United States
1144,Al Farana Airline,PHR,Egypt
1145,Ave.com,PHW,United Arab Emirates
1146,Air South West,PIE,United Kingdom
1147,Aeroservicios California Pacifico,PIF,Mexico
1148,AST Pakistan Airways,PKA,Pakistan
1149,Aero Personal,PNL,Mexico
1150,Aero Servicios Platinum,PNU,Mexico
1151,Apoyo Aereo,POY,Mexico
1152,Aerotransportes Privados,PRI,Mexico
1153,Atlantic Coast Jet,PRT,United States
1154,Air Paradise International,PRZ,Indonesia
1155,Aeroservicio Sipse,PSE,Mexico
1156,Aeroservicios Corporativos De San Luis,PSL,Mexico
1157,Aerotransportes Privados,PVA,Mexico
1158,Aereo Taxi Paraza,PZA,Mexico
1159,Air Class Lineas Aereas,QCL,Uruguay
1160,Aviation Consultancy Office,QEA,Australia
1161,Aero Taxi,QAT,Canada
1162,Aero Taxi Aviation,QKC,United States
1163,Aviation Quebec Labrador,QLA,Canada
1164,African Safari Airways,QSC,Kenya
1165,Aero Quimmco,QUI,Mexico
1166,Alada,RAD,Angola
1167,Aerotur-Air,RAI,Kazakhstan
1168,Air Center Helicopters,RAP,United States
1169,Aur Rum Benin,RBE,Benin
1170,Aeroserivios Del Bajio,RBJ,Mexico
1171,Airbus France,RBU,France
1172,Air Roberval,RBV,Canada
1173,Arubaexel,RBX,Aruba
1174,Air Charters Eelde,RCC,Netherlands
1175,Aerocer,RCE,Mexico
1176,Aeroflot-Cargo,RCF,Russia
1177,Air Mobility Command,RCH,United States
1178,Air Cassai,RCI,Angola
1179,Aero Renta De Coahuila,RCO,Mexico
1180,Aerocorp,RCP,Mexico
1181,Aerolineas Regionales,RCQ,Mexico
1182,Atlantic S.L.,RCU,Spain
1183,Air Service Center,RCX,Italy
1184,Adygeya Airlines,RDD,Russia
1185,Air Ada,RDM,Mauritania
1186,Aer Arann,REA,Ireland
1187,Aero-Rent,REN,Mexico
1188,Australian Maritime Safety Authority,RES,Australia
1189,Air Austral,REU,France
1190,Aero-Rey,REY,Mexico
1191,Aero Africa,RFC,Swaziland
1192,Aerotransportes Rafilher,RFD,Mexico
1193,Argo,RGO,Dominican Republic
1194,Airbourne School of Flying,RGT,United Kingdom
1195,Air Archipels,RHL,France
1196,Aviation Ministry of the Interior of the Russian Federation,RIF,Russian Federation
1197,Aeris Gestion,RIS,Spain
1198,Asian Spirit,RIT,Philippines
1199,Aeroservicios Jet,RJS,Mexico
1200,Air Afrique,RKA,Ivory Coast
1201,Airlinair,RLA,France
1202,Air Nelson,RLK,New Zealand
1203,Air Leone,RLL,Sierra Leone
1204,Aero Lanka,RLN,Sri Lanka
1205,Air Alize,RLZ,France
1206,Air Amder,RMD,Mauritania
1207,Armenian Airlines,RME,Armenia
1208,Armenian International Airways,RML,Armenia
1209,Arm-Aero,RMO,Armenia
1210,Air Max,RMX,Bulgaria
1211,Air Salone,RNE,Sierra Leone
1212,Aeronem Air Cargo,RNM,Ecuador
1213,Air Cargo Masters,RNR,United States
1214,Armavia,RNV,Armenia
1215,Aeroeste,ROE,Bolivia
1216,Aero Gen,ROH,Mexico
1217,Avior Airlines,ROI,Venezuela
1218,Aeroel Airways,ROL,Israel
1219,Aeromar,ROM,Dominican Republic
1220,Aeroitalia,ROO,Italy
1221,Aerodan,ROD,Mexico
1222,AeroRep,RPB,Colombia
1223,Aerolineas Del Pacifico,RPC,Ecuador
1224,Aero Roca,RRC,Mexico
1225,Aerotransportes Internacionales De Torreon,RRE,Mexico
1226,Acvila Air-Romanian Carrier,RRM,Romania
1227,Aerolineas Ejecutivas Tarascas,RSC,Mexico
1228,Aero-Service,RSR,Republic of the Congo
1229,Aerosur,RSU,Bolivia
1230,Aeronorte,RTE,Portugal
1231,Artis,RTH,France
1232,Arhabaev Tourism Airlines,RTO,Kazakhstan
1233,Air Turquoise,RTQ,France
1234,Aerotucan,RTU,Mexico
1235,Air Anastasia,RUD,Ukraine
1236,Air Rum,RUM,Sierra Leone
1237,ACT Havayollari,RUN,Turkey
1238,Air VIP,RVP,Portugal
1239,Aircompany Veteran,RVT,Armenia
1240,Alliance Express Rwanda,RWB,Rwanda
1241,Arrow Ecuador Arrowec,RWC,Ecuador
1242,Aerogroup 98 Limited,RWY,United Kingdom
1243,Aeroxtra,RXT,Mexico
1244,Express Air Charter,RXX,Canada
1245,Air Whitsunday,RWS,Australia
1246,Aero Zambia,RZL,Zambia
1247,Aero Zano,RZN,Mexico
1248,Anoka Air Charter,RZZ,United States
1249,Aerosaab,SBH,Mexico
1250,Associated Aviation,SCD,Nigeria
1251,American Jet International,SCM,United States
1252,Air Santo Domingo,SDO,Dominican Republic
1253,Aero Sudpacifico,SDP,Mexico
1254,Aero Servicios Ejecutivas Del Pacifico,SEF,Mexico
1255,Aero California,SER,Mexico
1256,A-Safar Air Services,SFM,Nigeria
1257,Aerosegovia,SGV,Nicaragua
1258,Airshare Holdings,SHH,United Kingdom
1259,Aerosiyusa,SIY,Mexico
1260,Aero Silza,SIZ,Mexico
1261,Air San Juan,SJN,United States
1262,Aero-North Aviation Services,SKP,Canada
1263,Aero Sami,SMI,Mexico
1264,Avient Aviation,SMJ,Zimbabwe
1265,Aerolineas Sol,SOD,Mexico
1266,Air Soleil,SOE,Mauritania
1267,Aero Soga,SOG,Guinea-Bissau
1268,Airspeed Aviation,SPD,Canada
1269,Air Service,SPJ,Macedonia
1270,Aeroservicios Ejecutivos Del Pacifico,SPO,Mexico
1271,Asian Aerospace Service,SPY,Thailand
1272,Airworld,SPZ,South Africa
1273,Alsaqer Aviation,SQR,Libya
1274,Air Safaris and Services,SRI,New Zealand
1275,Aero Servicio Corporativo,SRV,Mexico
1276,Air Sultan,SSL,Sierra Leone
1277,Aero 1 Pro-Jet,SSM,Canada
1278,Airquarius Air Charter,SSN,South Africa
1279,Aeropac,STK,United States
1280,Air St. Thomas,STT,United States
1281,Aerolineas Del Sureste,SUE,Mexico
1282,Aerial Surveys (1980) Limited,SUY,New Zealand
1283,Air Slovakia,SVK,Slovakia
1284,Adler Aviation,SWH,Canada
1285,Aircompany Yakutia,SYL,Russia
1286,Aerosud Aviation,SYT,South Africa
1287,Aeroservicios de La Costa,TAA,Mexico
1288,Aeromar,TAO,Mexico
1289,Aerotrebol,TBL,Mexico
1290,Aero Taxi de Los Cabos,TBO,Mexico
1291,Air Turks and Caicos,TCI,Turks and Caicos Islands
1292,Aerotranscolombina de Carga,TCO,Colombia
1293,Air Cargo Express,TDG,United States
1294,Atlas Helicopters,TDT,United Kingdom
1295,Air Today,TDY,United States
1296,Aero Servicios Azteca,TED,Mexico
1297,Arkefly,TFL,Netherlands
1298,Antair,TIR,Mexico
1299,Atlantique Air Assistance,TLB,France
1300,Aero Taxi Autlan,TLD,Mexico
1301,Aero Util,TLE,Mexico
1302,Aero Toluca Internactional,TLU,Mexico
1303,Aero Taxi del Centro de Mexico,TME,Mexico
1304,Aerotropical,TOC,Mexico
1305,Air Tomisko,TOH,Serbia
1306,Airlines PNG,TOK,Papua New Guinea
1307,Aero Tanala,TON,Mexico
1308,Aero Tropical,TPB,Angola
1309,Air Cal,TPC,France
1310,Air Horizon,TPK,Chad
1311,Aero Taxi del Potosi,TPO,Mexico
1312,Aeroturquesa,TQS,Mexico
1313,Airmark Aviation,TRH,United States
1314,AirTran Airways,TRS,United States
1315,Air Transat,TSC,Canada
1316,airtransse,TSQ,Japan
1317,Aerolineas Turisticas del Caribe,TTB,Mexico
1318,Avcenter,TTE,United States
1319,Air Tungaru,TUN,Kiribati
1320,Avialeasing Aviation Company,TWN,Uzbekistan
1321,Aerotaxis del Noroeste,TXD,Mexico
1322,Aerotaxis Alfe,TXF,Mexico
1323,Aereotaxis,TXI,Mexico
1324,Tyrolean Airways,TYR,Austria
1325,Aero Tomza,TZA,Mexico
1326,Air Zambezi,TZT,Zimbabwe
1327,Afra Airlines,UAG,Ghana
